"POA_CODE_2016","Region.POA","Rural.urban.POA"
5630,"South_Australia","Rural"
5631,"South_Australia","Rural"
5632,"South_Australia","Rural"
5633,"South_Australia","Rural"
5640,"South_Australia","Rural"
5641,"South_Australia","Rural"
5642,"South_Australia","Rural"
5650,"South_Australia","Rural"
5651,"South_Australia","Rural"
5652,"South_Australia","Rural"
5653,"South_Australia","Rural"
5654,"South_Australia","Rural"
5655,"South_Australia","Rural"
5660,"South_Australia","Rural"
5661,"South_Australia","Rural"
5670,"South_Australia","Rural"
5671,"South_Australia","Rural"
5680,"South_Australia","Rural"
5690,"South_Australia","Rural"
5700,"South_Australia","Rural"
5701,"South_Australia","Rural"
5710,"South_Australia","Rural"
5713,"South_Australia","Rural"
5715,"South_Australia","Rural"
5717,"South_Australia","Rural"
5719,"South_Australia","Rural"
5720,"South_Australia","Rural"
5722,"South_Australia","Rural"
5723,"South_Australia","Rural"
5724,"South_Australia","Rural"
5725,"South_Australia","Rural"
5730,"South_Australia","Rural"
5731,"South_Australia","Rural"
5732,"South_Australia","Rural"
5733,"South_Australia","Rural"
5734,"South_Australia","Rural"
5950,"South_Australia","Urban"
5960,"South_Australia","Urban"
6000,"Western_Australia","Urban"
6003,"Western_Australia","Urban"
6004,"Western_Australia","Urban"
6005,"Western_Australia","Urban"
6006,"Western_Australia","Urban"
6007,"Western_Australia","Urban"
6008,"Western_Australia","Urban"
6009,"Western_Australia","Urban"
6010,"Western_Australia","Urban"
6011,"Western_Australia","Urban"
6012,"Western_Australia","Urban"
6014,"Western_Australia","Urban"
6015,"Western_Australia","Urban"
6016,"Western_Australia","Urban"
6017,"Western_Australia","Urban"
6018,"Western_Australia","Urban"
6019,"Western_Australia","Urban"
6020,"Western_Australia","Urban"
6021,"Western_Australia","Urban"
6022,"Western_Australia","Urban"
6023,"Western_Australia","Urban"
6024,"Western_Australia","Urban"
6025,"Western_Australia","Urban"
6026,"Western_Australia","Urban"
6027,"Western_Australia","Urban"
6028,"Western_Australia","Urban"
6029,"Western_Australia","Urban"
6030,"Western_Australia","Urban"
6031,"Western_Australia","Urban"
6032,"Western_Australia","Urban"
6033,"Western_Australia","Urban"
6034,"Western_Australia","Urban"
6035,"Western_Australia","Urban"
6036,"Western_Australia","Urban"
6037,"Western_Australia","Rural"
6038,"Western_Australia","Urban"
6041,"Western_Australia","Rural"
6042,"Western_Australia","Rural"
6043,"Western_Australia","Rural"
6044,"Western_Australia","Rural"
6050,"Western_Australia","Urban"
6051,"Western_Australia","Urban"
6052,"Western_Australia","Urban"
6053,"Western_Australia","Urban"
6054,"Western_Australia","Urban"
6055,"Western_Australia","Urban"
6056,"Western_Australia","Urban"
6057,"Western_Australia","Urban"
6058,"Western_Australia","Urban"
6059,"Western_Australia","Urban"
6060,"Western_Australia","Urban"
6061,"Western_Australia","Urban"
6062,"Western_Australia","Urban"
6063,"Western_Australia","Urban"
6064,"Western_Australia","Urban"
6065,"Western_Australia","Urban"
6066,"Western_Australia","Urban"
6067,"Western_Australia","Urban"
6068,"Western_Australia","Urban"
6069,"Western_Australia","Urban"
6070,"Western_Australia","Urban"
6071,"Western_Australia","Urban"
6072,"Western_Australia","Urban"
6073,"Western_Australia","Urban"
6074,"Western_Australia","Urban"
6076,"Western_Australia","Urban"
6077,"Western_Australia","Urban"
6078,"Western_Australia","Urban"
6079,"Western_Australia","Urban"
6081,"Western_Australia","Urban"
6082,"Western_Australia","Urban"
6083,"Western_Australia","Rural"
6084,"Western_Australia","Rural"
6090,"Western_Australia","Urban"
6100,"Western_Australia","Urban"
6101,"Western_Australia","Urban"
6102,"Western_Australia","Urban"
6103,"Western_Australia","Urban"
6104,"Western_Australia","Urban"
6105,"Western_Australia","Urban"
6106,"Western_Australia","Urban"
6107,"Western_Australia","Urban"
6108,"Western_Australia","Urban"
6109,"Western_Australia","Urban"
6110,"Western_Australia","Urban"
6111,"Western_Australia","Urban"
6112,"Western_Australia","Urban"
6121,"Western_Australia","Urban"
6122,"Western_Australia","Urban"
6123,"Western_Australia","Urban"
6124,"Western_Australia","Rural"
6125,"Western_Australia","Rural"
6126,"Western_Australia","Rural"
6147,"Western_Australia","Urban"
6148,"Western_Australia","Urban"
6149,"Western_Australia","Urban"
6150,"Western_Australia","Urban"
6151,"Western_Australia","Urban"
6152,"Western_Australia","Urban"
6153,"Western_Australia","Urban"
6154,"Western_Australia","Urban"
6155,"Western_Australia","Urban"
6156,"Western_Australia","Urban"
6157,"Western_Australia","Urban"
6158,"Western_Australia","Urban"
6159,"Western_Australia","Urban"
6160,"Western_Australia","Urban"
6161,"Western_Australia","Rural"
6162,"Western_Australia","Urban"
6163,"Western_Australia","Urban"
6164,"Western_Australia","Urban"
6165,"Western_Australia","Urban"
6166,"Western_Australia","Urban"
6167,"Western_Australia","Urban"
6168,"Western_Australia","Urban"
6169,"Western_Australia","Urban"
6170,"Western_Australia","Urban"
6171,"Western_Australia","Urban"
6172,"Western_Australia","Urban"
6173,"Western_Australia","Urban"
6174,"Western_Australia","Urban"
6175,"Western_Australia","Urban"
6176,"Western_Australia","Urban"
6180,"Western_Australia","Urban"
6181,"Western_Australia","Urban"
6182,"Western_Australia","Urban"
6207,"Western_Australia","Rural"
6208,"Western_Australia","Urban"
6209,"Western_Australia","Urban"
6210,"Western_Australia","Urban"
6211,"Western_Australia","Urban"
6213,"Western_Australia","Rural"
6214,"Western_Australia","Rural"
6215,"Western_Australia","Rural"
6218,"Western_Australia","Rural"
6220,"Western_Australia","Rural"
6221,"Western_Australia","Rural"
6223,"Western_Australia","Rural"
6224,"Western_Australia","Rural"
6225,"Western_Australia","Rural"
6226,"Western_Australia","Rural"
6227,"Western_Australia","Rural"
6228,"Western_Australia","Rural"
6229,"Western_Australia","Rural"
6230,"Western_Australia","Rural"
6232,"Western_Australia","Rural"
6233,"Western_Australia","Rural"
6236,"Western_Australia","Rural"
6237,"Western_Australia","Rural"
6239,"Western_Australia","Rural"
6240,"Western_Australia","Rural"
6243,"Western_Australia","Rural"
6244,"Western_Australia","Rural"
6251,"Western_Australia","Rural"
6252,"Western_Australia","Rural"
6253,"Western_Australia","Rural"
6254,"Western_Australia","Rural"
6255,"Western_Australia","Rural"
6256,"Western_Australia","Rural"
6258,"Western_Australia","Rural"
6260,"Western_Australia","Rural"
6262,"Western_Australia","Rural"
6271,"Western_Australia","Rural"
6275,"Western_Australia","Rural"
6280,"Western_Australia","Rural"
6281,"Western_Australia","Rural"
6282,"Western_Australia","Rural"
6284,"Western_Australia","Rural"
6285,"Western_Australia","Rural"
6286,"Western_Australia","Rural"
6288,"Western_Australia","Rural"
6290,"Western_Australia","Rural"
6302,"Western_Australia","Rural"
6304,"Western_Australia","Rural"
6306,"Western_Australia","Rural"
6308,"Western_Australia","Rural"
6309,"Western_Australia","Rural"
6311,"Western_Australia","Rural"
6312,"Western_Australia","Rural"
6313,"Western_Australia","Rural"
6315,"Western_Australia","Rural"
6316,"Western_Australia","Rural"
6317,"Western_Australia","Rural"
6318,"Western_Australia","Rural"
6320,"Western_Australia","Rural"
6321,"Western_Australia","Rural"
6322,"Western_Australia","Rural"
6323,"Western_Australia","Rural"
6324,"Western_Australia","Rural"
6326,"Western_Australia","Rural"
6327,"Western_Australia","Rural"
6328,"Western_Australia","Rural"
6330,"Western_Australia","Rural"
6333,"Western_Australia","Rural"
6335,"Western_Australia","Rural"
6336,"Western_Australia","Rural"
6337,"Western_Australia","Rural"
6338,"Western_Australia","Rural"
6341,"Western_Australia","Rural"
6343,"Western_Australia","Rural"
6346,"Western_Australia","Rural"
6348,"Western_Australia","Rural"
6350,"Western_Australia","Rural"
6351,"Western_Australia","Rural"
6352,"Western_Australia","Rural"
6353,"Western_Australia","Rural"
6355,"Western_Australia","Rural"
6356,"Western_Australia","Rural"
6357,"Western_Australia","Rural"
6358,"Western_Australia","Rural"
6359,"Western_Australia","Rural"
6361,"Western_Australia","Rural"
6363,"Western_Australia","Rural"
6365,"Western_Australia","Rural"
6367,"Western_Australia","Rural"
6368,"Western_Australia","Rural"
6369,"Western_Australia","Rural"
6370,"Western_Australia","Rural"
6372,"Western_Australia","Rural"
6373,"Western_Australia","Rural"
6375,"Western_Australia","Rural"
6383,"Western_Australia","Rural"
6384,"Western_Australia","Rural"
6385,"Western_Australia","Rural"
6386,"Western_Australia","Rural"
6390,"Western_Australia","Rural"
6391,"Western_Australia","Rural"
6392,"Western_Australia","Rural"
6393,"Western_Australia","Rural"
6394,"Western_Australia","Rural"
6395,"Western_Australia","Rural"
6396,"Western_Australia","Rural"
6397,"Western_Australia","Rural"
6398,"Western_Australia","Rural"
6401,"Western_Australia","Rural"
6403,"Western_Australia","Rural"
6405,"Western_Australia","Rural"
6407,"Western_Australia","Rural"
6409,"Western_Australia","Rural"
6410,"Western_Australia","Rural"
6411,"Western_Australia","Rural"
6412,"Western_Australia","Rural"
6413,"Western_Australia","Rural"
6414,"Western_Australia","Rural"
6415,"Western_Australia","Rural"
6418,"Western_Australia","Rural"
6419,"Western_Australia","Rural"
6420,"Western_Australia","Rural"
6421,"Western_Australia","Rural"
6422,"Western_Australia","Rural"
6423,"Western_Australia","Rural"
6424,"Western_Australia","Rural"
6425,"Western_Australia","Rural"
6426,"Western_Australia","Rural"
6427,"Western_Australia","Rural"
6428,"Western_Australia","Rural"
6429,"Western_Australia","Rural"
6430,"Western_Australia","Rural"
6431,"Western_Australia","Rural"
6432,"Western_Australia","Rural"
6434,"Western_Australia","Rural"
6436,"Western_Australia","Rural"
6437,"Western_Australia","Rural"
6438,"Western_Australia","Rural"
6440,"Western_Australia","Rural"
6442,"Western_Australia","Rural"
6443,"Western_Australia","Rural"
6445,"Western_Australia","Rural"
6446,"Western_Australia","Rural"
6447,"Western_Australia","Rural"
6448,"Western_Australia","Rural"
6450,"Western_Australia","Rural"
6452,"Western_Australia","Rural"
6460,"Western_Australia","Rural"
6461,"Western_Australia","Rural"
6462,"Western_Australia","Rural"
6463,"Western_Australia","Rural"
6465,"Western_Australia","Rural"
6466,"Western_Australia","Rural"
6467,"Western_Australia","Rural"
6468,"Western_Australia","Rural"
6470,"Western_Australia","Rural"
6472,"Western_Australia","Rural"
6473,"Western_Australia","Rural"
6475,"Western_Australia","Rural"
6476,"Western_Australia","Rural"
6477,"Western_Australia","Rural"
6479,"Western_Australia","Rural"
6480,"Western_Australia","Rural"
6484,"Western_Australia","Rural"
6485,"Western_Australia","Rural"
6487,"Western_Australia","Rural"
6488,"Western_Australia","Rural"
6489,"Western_Australia","Rural"
6490,"Western_Australia","Rural"
6501,"Western_Australia","Rural"
6502,"Western_Australia","Rural"
6503,"Western_Australia","Rural"
6504,"Western_Australia","Rural"
6505,"Western_Australia","Rural"
6506,"Western_Australia","Rural"
6507,"Western_Australia","Rural"
6509,"Western_Australia","Rural"
6510,"Western_Australia","Rural"
6511,"Western_Australia","Rural"
6512,"Western_Australia","Rural"
6513,"Western_Australia","Rural"
6514,"Western_Australia","Rural"
6515,"Western_Australia","Rural"
6516,"Western_Australia","Rural"
6517,"Western_Australia","Rural"
6518,"Western_Australia","Rural"
6519,"Western_Australia","Rural"
6521,"Western_Australia","Rural"
6522,"Western_Australia","Rural"
6525,"Western_Australia","Rural"
6528,"Western_Australia","Rural"
6530,"Western_Australia","Rural"
6532,"Western_Australia","Rural"
6535,"Western_Australia","Rural"
6536,"Western_Australia","Rural"
6537,"Western_Australia","Rural"
6556,"Western_Australia","Rural"
6558,"Western_Australia","Rural"
6560,"Western_Australia","Rural"
6562,"Western_Australia","Rural"
6564,"Western_Australia","Rural"
6566,"Western_Australia","Rural"
6567,"Western_Australia","Rural"
6568,"Western_Australia","Rural"
6569,"Western_Australia","Rural"
6571,"Western_Australia","Rural"
6572,"Western_Australia","Rural"
6574,"Western_Australia","Rural"
6575,"Western_Australia","Rural"
6603,"Western_Australia","Rural"
6605,"Western_Australia","Rural"
6606,"Western_Australia","Rural"
6608,"Western_Australia","Rural"
6609,"Western_Australia","Rural"
6612,"Western_Australia","Rural"
6613,"Western_Australia","Rural"
6614,"Western_Australia","Rural"
6616,"Western_Australia","Rural"
6620,"Western_Australia","Rural"
6623,"Western_Australia","Rural"
6625,"Western_Australia","Rural"
6627,"Western_Australia","Rural"
6628,"Western_Australia","Rural"
6630,"Western_Australia","Rural"
6631,"Western_Australia","Rural"
6632,"Western_Australia","Rural"
6635,"Western_Australia","Rural"
6638,"Western_Australia","Rural"
6639,"Western_Australia","Rural"
6640,"Western_Australia","Rural"
6642,"Western_Australia","Rural"
6646,"Western_Australia","Rural"
6701,"Western_Australia","Rural"
6705,"Western_Australia","Rural"
6707,"Western_Australia","Rural"
6710,"Western_Australia","Rural"
6711,"Western_Australia","Rural"
6712,"Western_Australia","Rural"
6713,"Western_Australia","Rural"
6714,"Western_Australia","Rural"
6716,"Western_Australia","Rural"
6718,"Western_Australia","Rural"
6720,"Western_Australia","Rural"
6721,"Western_Australia","Rural"
6722,"Western_Australia","Rural"
6725,"Western_Australia","Rural"
6726,"Western_Australia","Rural"
6728,"Western_Australia","Rural"
6731,"Western_Australia","Rural"
6733,"Western_Australia","Rural"
6740,"Western_Australia","Rural"
6743,"Western_Australia","Rural"
6751,"Western_Australia","Rural"
6753,"Western_Australia","Rural"
6754,"Western_Australia","Rural"
6758,"Western_Australia","Rural"
6760,"Western_Australia","Rural"
6762,"Western_Australia","Rural"
6765,"Western_Australia","Rural"
6770,"Western_Australia","Rural"
6798,"Western_Australia","Rural"
6799,"Western_Australia","Rural"
7000,"Victoria_Tasmania","Rural"
7001,"Victoria_Tasmania","Rural"
7004,"Victoria_Tasmania","Rural"
7005,"Victoria_Tasmania","Rural"
7007,"Victoria_Tasmania","Rural"
7008,"Victoria_Tasmania","Rural"
7009,"Victoria_Tasmania","Rural"
7010,"Victoria_Tasmania","Rural"
7011,"Victoria_Tasmania","Rural"
7012,"Victoria_Tasmania","Rural"
7015,"Victoria_Tasmania","Rural"
7016,"Victoria_Tasmania","Rural"
7017,"Victoria_Tasmania","Rural"
7018,"Victoria_Tasmania","Rural"
7019,"Victoria_Tasmania","Rural"
7020,"Victoria_Tasmania","Rural"
7021,"Victoria_Tasmania","Rural"
7022,"Victoria_Tasmania","Rural"
7023,"Victoria_Tasmania","Rural"
7024,"Victoria_Tasmania","Rural"
7025,"Victoria_Tasmania","Rural"
7026,"Victoria_Tasmania","Rural"
7027,"Victoria_Tasmania","Rural"
7030,"Victoria_Tasmania","Rural"
7050,"Victoria_Tasmania","Rural"
7052,"Victoria_Tasmania","Rural"
7053,"Victoria_Tasmania","Rural"
7054,"Victoria_Tasmania","Rural"
7055,"Victoria_Tasmania","Rural"
7109,"Victoria_Tasmania","Rural"
7112,"Victoria_Tasmania","Rural"
7113,"Victoria_Tasmania","Rural"
7116,"Victoria_Tasmania","Rural"
7117,"Victoria_Tasmania","Rural"
7119,"Victoria_Tasmania","Rural"
7120,"Victoria_Tasmania","Rural"
7139,"Victoria_Tasmania","Rural"
7140,"Victoria_Tasmania","Rural"
7150,"Victoria_Tasmania","Rural"
7155,"Victoria_Tasmania","Rural"
7162,"Victoria_Tasmania","Rural"
7163,"Victoria_Tasmania","Rural"
7170,"Victoria_Tasmania","Rural"
7171,"Victoria_Tasmania","Rural"
7172,"Victoria_Tasmania","Rural"
7173,"Victoria_Tasmania","Rural"
7174,"Victoria_Tasmania","Rural"
7175,"Victoria_Tasmania","Rural"
7176,"Victoria_Tasmania","Rural"
7177,"Victoria_Tasmania","Rural"
7178,"Victoria_Tasmania","Rural"
7179,"Victoria_Tasmania","Rural"
7180,"Victoria_Tasmania","Rural"
7182,"Victoria_Tasmania","Rural"
7183,"Victoria_Tasmania","Rural"
7184,"Victoria_Tasmania","Rural"
7185,"Victoria_Tasmania","Rural"
7186,"Victoria_Tasmania","Rural"
7187,"Victoria_Tasmania","Rural"
7190,"Victoria_Tasmania","Rural"
7209,"Victoria_Tasmania","Rural"
7210,"Victoria_Tasmania","Rural"
7211,"Victoria_Tasmania","Rural"
7212,"Victoria_Tasmania","Rural"
7213,"Victoria_Tasmania","Rural"
7214,"Victoria_Tasmania","Rural"
7215,"Victoria_Tasmania","Rural"
7216,"Victoria_Tasmania","Rural"
7248,"Victoria_Tasmania","Rural"
7249,"Victoria_Tasmania","Rural"
7250,"Victoria_Tasmania","Rural"
7252,"Victoria_Tasmania","Rural"
7253,"Victoria_Tasmania","Rural"
7254,"Victoria_Tasmania","Rural"
7255,"Victoria_Tasmania","Rural"
7256,"Victoria_Tasmania","Rural"
7257,"Victoria_Tasmania","Rural"
7258,"Victoria_Tasmania","Rural"
7259,"Victoria_Tasmania","Rural"
7260,"Victoria_Tasmania","Rural"
7261,"Victoria_Tasmania","Rural"
7262,"Victoria_Tasmania","Rural"
7263,"Victoria_Tasmania","Rural"
7264,"Victoria_Tasmania","Rural"
7265,"Victoria_Tasmania","Rural"
7267,"Victoria_Tasmania","Rural"
7268,"Victoria_Tasmania","Rural"
7270,"Victoria_Tasmania","Rural"
7275,"Victoria_Tasmania","Rural"
7276,"Victoria_Tasmania","Rural"
7277,"Victoria_Tasmania","Rural"
7290,"Victoria_Tasmania","Rural"
7291,"Victoria_Tasmania","Rural"
7292,"Victoria_Tasmania","Rural"
7300,"Victoria_Tasmania","Rural"
7301,"Victoria_Tasmania","Rural"
7302,"Victoria_Tasmania","Rural"
7303,"Victoria_Tasmania","Rural"
7304,"Victoria_Tasmania","Rural"
7305,"Victoria_Tasmania","Rural"
7306,"Victoria_Tasmania","Rural"
7307,"Victoria_Tasmania","Rural"
7310,"Victoria_Tasmania","Rural"
7315,"Victoria_Tasmania","Rural"
7316,"Victoria_Tasmania","Rural"
7320,"Victoria_Tasmania","Rural"
7321,"Victoria_Tasmania","Rural"
7322,"Victoria_Tasmania","Rural"
7325,"Victoria_Tasmania","Rural"
7330,"Victoria_Tasmania","Rural"
7331,"Victoria_Tasmania","Rural"
7466,"Victoria_Tasmania","Rural"
7467,"Victoria_Tasmania","Rural"
7468,"Victoria_Tasmania","Rural"
7469,"Victoria_Tasmania","Rural"
7470,"Victoria_Tasmania","Rural"
9494,"Broad_NSW","Rural"
9797,"Western_Australia","Rural"
801,"Western_Australia","Rural"
804,"Western_Australia","Rural"
811,"Western_Australia","Rural"
813,"Western_Australia","Rural"
814,"Western_Australia","Rural"
821,"Western_Australia","Rural"
831,"Western_Australia","Rural"
851,"Western_Australia","Rural"
861,"Western_Australia","Rural"
871,"Western_Australia","Rural"
881,"Western_Australia","Rural"
2001,"Broad_NSW","Urban"
2002,"Broad_NSW","Urban"
2004,"Broad_NSW","Urban"
2012,"Broad_NSW","Urban"
2013,"Broad_NSW","Urban"
2055,"Broad_NSW","Urban"
2057,"Broad_NSW","Urban"
2058,"Broad_NSW","Rural"
2059,"Broad_NSW","Urban"
2091,"Broad_NSW","Urban"
2124,"Broad_NSW","Urban"
2252,"Broad_NSW","Rural"
2309,"Broad_NSW","Rural"
2310,"Broad_NSW","Rural"
2348,"Broad_NSW","Rural"
2442,"Broad_NSW","Rural"
2520,"Broad_NSW","Urban"
2608,"Broad_NSW","Urban"
2610,"Broad_NSW","Urban"
2616,"Broad_NSW","Urban"
2624,"Broad_NSW","Rural"
2708,"Broad_NSW","Rural"
2751,"Broad_NSW","Urban"
2890,"Broad_NSW","Rural"
2891,"Broad_NSW","Urban"
2901,"Broad_NSW","Urban"
3001,"Victoria_Tasmania","Urban"
3164,"Victoria_Tasmania","Urban"
3176,"Victoria_Tasmania","Urban"
3336,"Victoria_Tasmania","Urban"
3353,"Victoria_Tasmania","Rural"
3354,"Victoria_Tasmania","Rural"
3358,"Victoria_Tasmania","Rural"
3399,"Victoria_Tasmania","Rural"
3402,"Victoria_Tasmania","Rural"
3502,"Victoria_Tasmania","Rural"
3552,"Victoria_Tasmania","Rural"
3554,"Victoria_Tasmania","Rural"
3619,"Victoria_Tasmania","Rural"
3632,"Victoria_Tasmania","Rural"
3643,"Victoria_Tasmania","Rural"
3661,"Victoria_Tasmania","Rural"
3671,"Victoria_Tasmania","Rural"
3676,"Victoria_Tasmania","Rural"
3689,"Victoria_Tasmania","Rural"
3724,"Victoria_Tasmania","Rural"
3736,"Victoria_Tasmania","Rural"
3841,"Victoria_Tasmania","Rural"
3853,"Victoria_Tasmania","Rural"
3989,"Victoria_Tasmania","Rural"
4001,"Queensland","Urban"
4002,"Queensland","Urban"
4003,"Queensland","Urban"
4004,"Queensland","Urban"
4219,"Queensland","Urban"
4314,"Queensland","Rural"
4327,"Broad_NSW","Urban"
4330,"Broad_NSW","Urban"
4471,"Queensland","Rural"
4813,"Queensland","Rural"
4857,"Queensland","Rural"
5001,"South_Australia","Urban"
5071,"South_Australia","Urban"
5611,"South_Australia","Rural"
6001,"Western_Australia","Urban"
6231,"Western_Australia","Rural"
6331,"Western_Australia","Rural"
6332,"Western_Australia","Rural"
6433,"Western_Australia","Rural"
6435,"Western_Australia","Rural"
6531,"Western_Australia","Rural"
6723,"Western_Australia","Rural"
6761,"Western_Australia","Rural"
7002,"Victoria_Tasmania","Rural"
7006,"Victoria_Tasmania","Rural"
7051,"Victoria_Tasmania","Rural"
7151,"Victoria_Tasmania","Rural"
